,name,story,genre
36,37. The Thundermans Return,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville.",Fantansy
37,38. Family Pack,"When night falls, and the players have their eyes closed, werewolves make victims among the villagers.",Fantansy
38,39. The Tearsmith,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,Fantansy
39,40. Hot Frosty,"Widow Kathy magically brings a snowman to life. His innocence helps her heal and find love again. They bond before the holidays, but he's doomed to melt.",Fantansy
40,41. Irish Wish,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",Fantansy
41,42. The Best Christmas Pageant Ever,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,Fantansy
42,43. Pedro Páramo,"Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer.",Fantansy
43,44. This Is Me... Now,This narrative-driven odyssey that coincides with the release of her same-named album tells the story of Jennifer Lopez's journey to love through her own eyes.,Fantansy
44,45. Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",Fantansy
45,46. That Christmas,"It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans, including Santa's.",Fantansy
46,47. Justice League: Crisis on Infinite Earths - Part One,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.",Fantansy
47,48. A Dog's Will 2,"After 20 years missing, João Grilo returns to Taperoá to join his old friend Chicó and, after his story of resurrection spreads, he is disputed as an electoral candidate by the two most powerful politicians in the city.",Fantansy
48,49. The American Society of Magical Negroes,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.,Fantansy
49,50. Dragonkeeper,"The fate of ancient China rests on the shoulders of one young girl, who must find the last remaining dragon egg and fulfill her destiny.",Fantansy
50,51. The Wonderful Story of Henry Sugar and Three More,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.,Fantansy
51,52. Barroz: Guardian of Treasures,"For 400 years, Barroz, a loyal servant, has guarded da Gama's treasure. Bound by a centuries-old magic, he awaits the arrival of a true descendant worthy of claiming it.",Fantansy
52,53. Justice League: Crisis on Infinite Earths - Part Three,"Trapped in a pocket universe, surviving Earths face annihilation by the Anti-Monitor. Time shatters, bringing past heroes to aid Justice League against the epitome of evil. Their sacrifice may lead to victory.",Fantansy
53,54. Dan Da Dan: First Encounter,Momo Ayase is a school girl who meets her classmate Ken Takakura (named after the actor). Their unlikely friendship will face them against ghosts and aliens in a series of dark and funny adventures.,Fantansy
54,55. Buffalo Kids,"Two Irish orphans journey by train across America, encountering villains and heroes. They make an extraordinary friend and search for a new home, facing adventures and dangers along the way.",Fantansy
55,56. Thelma the Unicorn,"When a rare pink and glitter-filled moment of fate makes Thelma the Pony's wish of being a unicorn come true, she rises to instant international pop-superstar stardom, but at an unexpected cost.",Fantansy
56,57. The Balconettes,Three women in a Marseille apartment gets stuck in a heat wave. They find themselves trapped in a terrifying affair and longing for freedom.,Fantansy
57,58. Hanu Man,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.,Fantansy
58,59. 10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",Fantansy
59,60. Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is suddenly scooped out of the ocean, Sandy Cheeks and SpongeBob journey to Sandy's home state of Texas, where they meet Sandy's family and must save Bikini Bottom from the hands of an evil CEO.",Fantansy
60,61. Timestalker,The hapless heroine Agnes reincarnated every time she makes the same mistake: falling in love with the wrong man.,Fantansy
61,62. Woody Woodpecker Goes to Camp,"Woody Woodpecker must find a new home after being kicked out of the forest. At Camp Woo Hoo, he thinks he's found a forever home, but there's an inspector on the loose who wants to shut down the camp.",Fantansy
62,63. Justice League: Crisis on Infinite Earths - Part Two,The Anti-Monitor (the Monitor's evil counterpart) is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.,Fantansy
63,64. Ultraman: Rising,"Ken Sato is a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy, as his own child.",Fantansy
64,65. Angels Fallen: Warriors of Peace,"When an Iraq War veteran receives a calling from a higher power, he embarks on a mission to stop a fallen angel from raising an army of the dead to take over the world.",Fantansy
65,66. The Tiger's Apprentice,"Tom Lee, a Chinese-American boy, after the death of his grandmother, has to be apprenticed to the talking tiger Mr. Hu and learn ancient magic to become the new guardian of an ancient phoenix.",Fantansy
66,67. Witch,"Small town, England. 1575. William embarks on a journey to prove the innocence of his wife, Twyla, falsely accused of being a witch and will be put to death if found guilty. William must hunt down the real witch, to save Twyla from death.",Fantansy
67,68. Kanguva,A tribal warrior's fierce struggle to save his people a millennium ago is mysteriously linked to a shadow cop's perilous quest in the present.,Fantansy
68,69. 200% Wolf,"When Freddy Lupin's wayward wish transforms him into a werewolf and deposits a mischievous moon sprite on earth, Freddy must restore the cosmic order before the earth and moon collide.",Fantansy
69,70. The Magician's Raincoat,"Three kids discover a magical raincoat that transports them into the body of its owner, a cursed magician. With a scorned witch hot on their trail, they must solve the mystery of the raincoat and break its curse before it's too late.",Fantansy
70,71. The Witch: Revenge,"In the aftermath of the Russian invasion of Ukraine in February 2022, a witch from Konotop seeks revenge on the Russian soldiers who killed her fiancé.",Fantansy
71,72. Overlord: The Sacred Kingdom,"Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor Jaldabaoth.",Fantansy
72,73. Cinderella's Revenge,"Cinderella is pushed too far by her evil stepsisters and stepmother, which causes her to switch out her glass shoes and use the assistance of her Fairy Godmother to seek bloody vengeance.",Fantansy
73,74. Doraemon the Movie: Nobita's Earth Symphony,"Doraemon and friends go on an adventure to meet new buddies, connect to people with music, and save the world from a crisis.",Fantansy
74,75. Cinderella's Curse,"Based on the same folktale that Disney updated and popularized for children, back in the 1950s.",Fantansy
75,76. Mars,"A zany crew of misfits blasts off to Mars, only to find they've been duped by a scheming billionaire. Chaos ensues as they face bizarre challenges and unexpected surprises on their wacky interplanetary journey.",Fantansy
76,77. Snatched a Billionaire to be My Husband,"Cora, once a billionaire heiress, is now bankrupt. As she struggles to support her ill mother, a cold-hearted billionaire falls for her, giving Cora a chance at reclaiming her life. They find true love, proving it transcends wealth.",Fantansy
77,78. Panda Bear in Africa,"A panda travels from China to Africa, facing hippos, hyenas, gorillas. He rescues his kidnapped dragon friend, makes new friends, and protects their jungle home.",Fantansy
78,79. Alienoid: The Return to the Future,Ancient Taoists travel through time and space in an effort to obtain a divine sword.,Fantansy
79,80. The Opera!,Modern version of Orpheus and Eurydice.,Fantansy
80,81. Chantal in Fairyland,"Chantal will be involuntarily transported to a fairy tale world, fighting against witches and tyrant kings, but above all for her friendship with Zeynep.",Fantansy
81,82. Mononoke the Movie: The Phantom in the Rain,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them.",Fantansy
82,83. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki.",Fantansy
83,84. Man and Witch: The Dance of a Thousand Steps,"A goatherd seeks help from a witch to break a curse that prevents him from taking a wife, so she sets upon him a series of impossible tasks.",Fantansy
84,85. Once Upon a Christmas Wish,"Mayor Brian Ortega is beloved in the idyllic community of Long Grove. While decorating for Christmas with the residents, Brian discovers his childhood Christmas wish list which magically begins to come true.",Fantansy
85,86. Harry Potter and the Stone,"Harry Potter, an eleven-year-old orphan, discovers that he is a wizard and is invited to study at Hogwarts. Even as he escapes a dreary life and enters a world of magic, he finds trouble awaiting him.",Fantansy
86,87. Cells at Work!,"Each and every body is a legion of cells, all performing their function to keep their owner operating.",Fantansy
87,88. Robin and the Hoods,"For the tenacious 11-year-old Robin and her loyal band of friends 'The Hoods', the patch of overgrown scrubland at the end of their cul-de-sac is a magical kingdom.",Fantansy
88,89. Devil's Knight,"In the realm of Veroka, an elite group of global monster hunters is summoned by King Samuel to vanquish the ancient Bone Devil, whose reign of terror threatens the Kingdom of Remény.",Fantansy
89,90. The Casagrandes Movie,"After a surprise family trip to Mexico derails Ronnie Anne's birthday plans, she is determined to prove she's old enough to do her own thing - even if it means confronting an ancient preteen demigod whose angst has apocalyptic potential.",Fantansy
90,91. Hagen,"A reinterpretation of the Nibelungen saga centering on Hagen von Tronje, a Viking who allies himself with the ancient gods and takes up arms against an unscrupulous ruler.",Fantansy
91,92. The Night Before Christmas in Wonderland,"The Queen of Hearts has outlawed Christmas. As a child, the white rabbit missed her gift. Years later, Father Christmas receives the lost letter and voyages to Wonderland. With the help of curious young Alice, can Christmas be saved?",Fantansy
92,93. Oshi no Ko: The Final Act,"Goro is a gynecologist and idol fan who's in shock after his favorite star, Ai, announces an impromptu hiatus. Little does Goro realize that he's about to forge a bond with her that defies all common sense!. Lies are an idol's weapon!.",Fantansy
93,94. The Invisibles,"A couple facing the end of marriage, when the husband starts to disappear. As he fades from existence he discovers a new world of people who have disappeared just like him.",Fantansy
94,95. Seven Cemeteries,A recent parolee (Danny Trejo) gets a Mexican witch to resurrect his old posse so that they can help him save a woman's ranch from a ruthless drug lord.,Fantansy
95,96. My Oni Girl,A high school student's life takes an unexpected turn when he meets an oni (demon) girl on a quest in the human world.,Fantansy
96,97. School of Magical Animals 3,"Children with magical animal companions at Winterstein School experience adventures spanning a forest and fashion show, encountering a snobbish cat and vegan crocodile while navigating friendship and first love.",Fantansy
97,98. Woodwalkers,"Carag, a shapeshifting puma raised in the wild, joins Clearwater High, a school for Woodwalkers. With friends Holly (squirrel) and Brandon (bison), he navigates mysteries and dangers of the Woodwalker world.",Fantansy
98,99. Balestra,"A competitive fencer agrees to test an experimental device that lets her train within lucid dreams in which she meets a mysterious stranger who will upend her marriage, her psyche, and her path to Olympic gold.",Fantansy
99,100. The Goat,"Forced to marry one of the elders in her Egyptian village, 12-year-old Hadiya escapes, traversing across the desert in search of her father, with her family goat, who soon begins talking to her with the voice of her late mother.",Fantansy
100,101. Big City Greens the Movie: Spacecation,"After ruining his family's vacation before it can even begin, Cricket attempts to right his wrongs by volunteering his family for an experimental farming mission - in space.",Fantansy
101,102. Dongeng Sang Kancil,"A mouse-deer, Sang Kancil, small in figure but cunning and wise. With his intelligence, Sang Kancil often escapes dangers and sometimes helps other animals that are in trouble with bigger and more fierce animals.",Fantansy
102,103. Ghost Cat Anzu,"Friendship shared between Karin, a strong-minded girl sent to live with her monk granddad in the Japanese countryside, and Anzu, the even-more unpredictable phantom feline who acts as her guardian.",Fantansy
103,104. The Yin Yang Master Zero,"During the Heian period, Seimei Abe trains in magic but lacks interest, until a collaboration with Hiromasa Minamoto arises to solve a strange phenomenon.",Fantansy
104,105. The Sleeping Woman,"Ana, a nursing assistant, begins to feel attracted to Agustín, the husband of a woman in a coma whom she cares for. She then begins to be harassed by strange phenomena who want to throw her out of the house and separate her from Agustín.",Fantansy
105,106. Ryan's World the Movie: Titan Universe Adventure,"Ryan's twin sisters Emma and Kate get trapped in a comic book world. Ryan enters this realm to rescue them, facing adventures, battles, and mishaps while attempting to bring them back before his parents discover their disappearance.",Fantansy
106,107. Enchanting Christmas,"A father's ice sculpture of a princess magically comes to life, causing unexpected disruptions in the lives of those she meets.",Fantansy
107,108. SuperKlaus,"Santa Claus' wish comes true when he accidentally bumps his head and starts believing he's SuperKlaus. With the help of Billie and Leo his elf-xecutive assistant, SuperKlaus will take on a toy-obsessed businessman to save Christmas.",Fantansy
108,109. Rita,"Rita, a 13-year-old girl, runs away from her abusive father to the big city. She finds solace until she's placed in a safe house run by the State. Rita and her cellmates plot an escape that ends in a shocking act of violence.",Fantansy
109,110. The Vord,"An ancient Nordic entity recruits a corrupt priest to deliver a woman's soul as a gift. Caught between her pagan roots and the church, she must resist those she once trusted as a spirit guide struggles to redeem them.",Fantansy
110,111. Orang Ikan,"Set in the Pacific, 1942. A Japanese soldier and a British prisoner of war are stranded on a deserted island, hunted by a deadly creature. Two mortal enemies must come together to survive the unknown.",Fantansy
111,112. Tim Travers & the Time Travelers Paradox,What happens if you travel back in time and eliminate your younger self? Terminally bored mad genius Tim Travers seeks to find the answer and unravel the time traveler's paradox. The Result? A crazy comedic adventure beyond comprehension.,Fantansy
112,113. Assassin's Guild,"After the Mermaid Wars, Iliad's city is attacked by dark forces. With the city full of rancor and corruption, Death herself forms an alliance and offers Atticus, an elite fighter, the chance to return to life. This gift comes at a price.",Fantansy
113,114. My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Crazy Asians and Redneck clans escalate their Pranks to a point of no return when Cat tries to boil Reddick's Pet Gerbil, in retaliation, the Reddicks roast Cat's chicken for lunch, lead to an all out War,Winner takes all Redneck Games",Fantansy
114,115. Else,"A romance blossoms between an introvert and a confident woman, but their relationship faces a threat when a strange epidemic causes the infected to merge with their surroundings, trapping the couple in a shapeshifting nightmare.",Fantansy
115,116. Empire Queen: The Golden Age of Magic,"In a kingdom where magic is forbidden, a charming trio of adventurers embark on a dangerous quest in search of the legendary Sovereign Wand, which is needed to overthrow an evil queen and restore magic for all.",Fantansy
116,117. Sketch,"Still reeling from the unexpected loss of his wife, a single dad (Hale) navigates uncharted territory when his daughter's comically dark, scribbled drawings begin to come to life and wreak havoc on their small town.",Fantansy
117,118. White Snake: Afloat,"Xiaobai finally found Xu Xian, the reincarnation of Axuan, after 500 years, the two met on the Broken Bridge. Xiaobai and sister hid in the streets and alleys, started a lively life in human world with him and his brother-in-law Li Gongfu.",Fantansy
118,119. Seven Seas Seven Hills,"Caught between family duty and romantic love, a young man faces an impossible choice.",Fantansy
119,120. The Lost Tiger,"Adopted by a wrestler kangaroo family, Teo's life changes when visions lead him to his roots. He embarks on an epic journey to save his homeland from destruction.",Fantansy
120,"121. Die Heinzels: Neue Mützen, Neue Mission","Elfie's world is turned upside down when she discovers the existence of a technically advanced Elfkin gang that, in stark contrast to Elfie's own clan, is second to none when it comes to fun and thrill-seeking. Can Helvi's friendship with Bo, the youngest gang member, reconcile the two Elfkin clans after more than 250 years? Based on the feature film ""The Elfkins - Baking a Difference"" and inspired by the famous German saga and poem by August Kopisch.",Fantansy
121,122. My Future You,"This is a magical story of 2 people, Lex and Karen, from different timelines - 13 years apart - connected by a mysterious comet through a dating app. As they grow close, Karen asks Lex to change key moments in her past to prevent her parents' separation. But every change of the past brings unforeseen consequences, altering their futures in unexpected ways. In one last effort, Lex hopes to set things right, but some events may be beyond control.",Fantansy
122,"123. Love, Danielle","Amid family drama and dysfunction, a woman who carries a BRCA gene mutation must decide whether or not to remove her breasts and ovaries to reduce her cancer risk.",Fantansy
123,124. Witch Hunter,"A medieval town plagued by demonic beasts, once innocent woodland creatures twisted by a powerful witch. A fearless hunter and his warriors must confront her dark magic to restore peace.",Fantansy
124,125. Princesa Adormecida,"Rosa's overprotective uncles shield her from a hidden truth. At fifteen, a mystery from the past emerges, endangering Rosa amidst a villain's vengeance, forcing her to confront the reality she believed was mere fantasy.",Fantansy
125,126. We Work for the Dead,If you're looking for a unique side hustle and don't mind being possessed...sign up for a delivery service with a dark twist. Your clients? The Dead.,Fantansy
126,127. The Ballad of Hortensia,A narcissistic comedian wakes up in the opposite sex body following an automobile accident.,Fantansy
127,128. River of Ghosts,"A psychiatry student returns to his hometown as a hypnotherapist. Treating townspeople's issues, he becomes popular but faces self-doubt until a challenging case arises, forcing him to confront his own demons for personal growth.",Fantansy
128,129. The Traveller,Based on the popular Chinese graphic novel The Outcast.,Fantansy
129,130. Niko: Beyond the Northern Lights,Niko is a flying reindeer boy whose biggest dream is to become a member of Santa's flying forces. But instead he loses Santa's sleigh and during pursuit to get it back he learns the importance of friendship and doing things your own way.,Fantansy
130,131. Schneewittchen,"Snow White declines the Prince's offer to witness the Evil Queen and the Hunter's intimate encounter, quipping she'd prefer to hear about it instead.",Fantansy
131,132. The Proud Princess,"Proud princess Krasomila lives isolated, her advisers scheme to marry her to a weakling; King Miroslav disguises as a gardener to cure her pride; they flee advisers' rage; she discovers his identity; they marry, advisers expelled.",Fantansy
132,133. Letters at Christmas,"Amidst renovation of an old hotel, a divorcing couple's marriage gets a chance when their kids find love letters from the past. Saving their parents' marriage before a developer buys the hotel becomes the siblings' mission.",Fantansy
133,134. The Seductress from Hell,A Hollywood actress undergoes a horrific transformation after being pushed to the edge by her psychopathic husband.,Fantansy
134,135. Planet 7693,"Luka, an imaginative nine year old boy tries to heal the disrupted family relations with the special help of his strange and mysterious friend 7693.",Fantansy
135,136. White Cobra Diamond Fox vs the Golden Eye,Tarjella and Diamond are on the search to obtain the magical ring. They come into an obstacle of situations with supernatural occurrences. Diamond Cobra vs The White Fox sequel.,Fantansy
136,137. The Sisters,"A series of unexplained missing cases and disturbing deaths start to occur in a faraway village when the Chief's dead daughter comes back to life, unveiling shocking secrets of the village's Forest Demon and the ritual of human sacrifice related to the prosperity of the Chief's family.",Fantansy
137,138. Hold Me Close,"Seven years after traveling worldwide, Woody lands in Japan, encountering Lynlyn, gifted to sense individuals' potential impact on her life through touch.",Fantansy
138,139. Bhairadevi,"At the heart of an imaginary world populated by fantastical creatures and dangerous monsters, the 13 year-old Zak goes in search of his twin brother Kyle, who has disappeared mysteriously. Equipped with a magical jade stone whose superpowers he doesn't yet know how to control, he is joined by his grandmother NaïNaï and Indiana, a beautiful outlaw who can communicate with the world's fantastical creatures. But he is also flanked by Wowo, formerly a 3 meter-tall furry pachyderm, now turned into a tiny, cute and wacky furball by the magical jade stone.",Fantansy
139,"140. Zak & Wowo, la légende de Lendarys","Three detectives follow the trail of a copycat serial killer to an abandoned insane asylum, only to find they've been lured there by something far more sinister.",Fantansy
140,141. Wicked Season,A a mythological mysterious film based on Indian mythology and Mayan tribes and their connection with the apocalypse of this world. Talks about the origins of human and their end.,Fantansy
141,142. Saint Young Men: Holy Men vs Demon Army,"Bakin Takizawa, a popular Edo period author, begins to recount a story he is planning in front of his friend, the artist Hokusai Katsushika. The story is about eight warriors who, each carrying a jewel, gather together as if guided by fate and embark on a harsh journey to fight the curse of the Satomi family. Hokusai is drawn to Bakin's story and visits Bakin on various occasions to hear the rest of the story, and a strange relationship between the two begins. However, as the story finally approaches its climax, Bakin begins to lose his sight. With the completion of the story in question, he receives an unexpected proposal from his daughter-in-law. Will the story ever be completed?",Fantansy
142,143. Mayan,"Follow a singer who dies suddenly while on tour in Japan, but her spirit lives on and she embarks on a journey to find humanity in the after-world.",Fantansy
143,144. Hakkenden,"In a fairy-tale kingdom, a soldier on his way home accidentally finds a magic flint and frees the little girl Dasha, who was kidnapped and bewitched by the evil Likhodey, who was locked in it. To dispel his spell, the soldier will have to go on a dangerous journey.",Fantansy
144,145. Spirit World,"Juki again experienced a problem that most people often experience. In the midst of the family's difficult financial conditions, Si Juki finds a treasure map left by his ancestors.",Fantansy
145,146. Ognivo,"Journey of Malaikottai Vaaliban, an undisputed warrior, transcends time and geographies, triumphing over every opponent he encounters.",Fantansy
146,147. Phallacies,"Adaptation of the classic fairy tale, the descendants of Niu Lang and Zhi Nv continue to write a new adventure.",Fantansy
147,148. Si Juki the Movie: Harta Pulau Monyet,Revolves around age-old practices such as black magic and witchcraft.,Fantansy
148,149. Malaikottai Vaaliban,A legal case unites two lawyers between rivalry and romance.,Fantansy
149,150. Into the Mortal World,"Follows Danny and Evie as they go through individual and romantic evolutions, while the moon and all it represents accompany them, also serving as a marker for the passage of time.",Fantansy
150,151. Pechi,"Shankar, an amnesiac Aghori who suffers from the fear of touch, goes on a dangerous Himalayan trail in search of a mythical cure for his condition. What happens when his past uncovers the way for him?",Fantansy
151,152. Perdiendo el Juicio,"After the mysterious death of her husband, a woman hires a reluctant spirit hunter to expel an evil spirit tormenting her family. Unknown to the spirit hunter, the family has a dark secret that they have sworn to keep hidden at all cost.",Fantansy
152,153. Witchy Ways,A father and daughter maintain their bond despite living in different countries through an imaginative nightly ritual where she suggests a title and he creates short animated films starring her as the hero.,Fantansy
153,154. Gaami,"In order to find her soulmate, Romi wandered deep into the jungle. There, she meets Heartsping, a Teenieping with passion. On the way, they face grave dangers. Will Romi and Heartsping's friendship move on?",Fantansy
154,155. A Song from the Dark,"Capitán Avispa, hero of Wasptropolis and the Honey Kingdom, puts to test his nobility, justice and innocence against the evil wasp Jacques Poison and his henchmen.",Fantansy
155,"156. Maya, donne-moi un titre","Madan, an archaeologist, uncovers a connection between a series of mysterious events and a myth about a shape-shifting serpent.",Fantansy
156,157. Heartsping : Teenieping of Love,"A group of guardians are tasked with protecting a messenger who must deliver vital information to their king. On their journey through an ancient land, they face a battle filled with plagues, dark magic and vile monsters.",Fantansy
157,158. Captain Avispa,"The life of a writer who discovers a deep connection to their past life. As they delve into their memories, they unravel a story of heartache, resilience, and the power of love that transcends time.",Fantansy
158,159. Naag Bhoomi,"Young Sebastian wishes his nanny was his mom, and his wish is granted when they accidentally switch bodies, leading to hilarious misadventures.",Fantansy
159,160. Warchief,"Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption.",Fantansy
160,161. Aalan,"A man spends his days in hospital without too many worries. He has been hospitalized, safe from everything, without responsibilities and problems. That routine runs smoothly until a new person is admitted to the same ward.",Fantansy
