,name,story,genre
27,28. Lift,Follows a master thief and his Interpol Agent ex-girlfriend who team up to steal $500 million in gold bullion being transported on an A380 passenger flight.,Crime
28,29. The Instigators,Follows two robbers who must go on the run with the help of one of their therapists after a theft doesn't go as planned.,Crime
29,30. Armor,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.,Crime
30,31. Beverly Hills Cop: Axel F,Axel Foley returns to Beverly Hills after his daughter's life is threatened for a family reunion that includes old pals John Taggart and Billy Rosewood to uncover a conspiracy.,Crime
31,32. Brothers,"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction.",Crime
32,33. Twilight of the Warriors: Walled In,"Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way.",Crime
33,34. Viduthalai Part 2,"An unassuming school teacher faces extreme circumstances, forcing him to take up arms and lead a fiery rebellion against oppression, becoming an unlikely leader.",Crime
34,35. Killer Heat,"Follows twin brothers who find themselves in a dangerous love triangle on an isolated Greek island. The investigation is given to ""The Jealousy Man,"" a wounded detective.",Crime
35,36. Trigger Warning,"A special forces commando returns to her hometown after her father's sudden death, only to run afoul of a violent gang when she starts asking questions.",Crime
36,37. Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,Crime
37,38. The Shadow Strays,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him.",Crime
38,39. Laws of Man,"At the dawn of the Cold War, two U.S. marshals pursue a wanted murderer in the deserts of Nevada.",Crime
39,40. The Sabarmati Report,"Showcases the events of the morning of February 27, 2002, aboard the Sabarmati Express near the Godhra railway station in Gujarat.",Crime
40,41. The Thundermans Return,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville.",Crime
41,42. Dead Sea,"Stranded in the open sea after a fatal accident, a young woman and her two friends are rescued by a fishing vessel's captain, unaware that the ship harbors a chilling secret.",Crime
42,43. Beating Hearts,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together.",Crime
43,44. Do Patti,Twin sisters harbouring deep secrets and a determined police inspector seeking to uncover the truth in an attempted murder case.,Crime
44,45. Sikandar Ka Muqaddar,"After an unsolved diamond heist, a hard-nosed cop's pursuit of his key suspect turns into obsession, until they finally face each other and the truth.",Crime
45,46. Trouble,"Conny, a divorced salesman, gets wrongfully imprisoned for murder. There, he meets criminals who mistake him for a pilot like his ex-wife's new boyfriend. Chaos ensues as he navigates life behind bars while separated from his daughter.",Crime
46,47. Damaged,Chicago detective Dan Lawson travels to Scotland to link up with Scottish detective Glen Boyd following the resurgence of a serial killer whose crimes match an unsolved case he investigated 5 years previously.,Crime
47,48. Mea Culpa,"A criminal defense attorney, unhappy in her marriage, finds herself seduced by her mysterious new client, an artist accused of murdering his girlfriend.",Crime
48,49. Golam,A mysterious death during work hours in an office puzzles all but only Investigator ASP Sandeep Krishna observes it as a murder.,Crime
49,50. Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.,Crime
50,51. Maharaj,"Based on a real-life historic court case, a bold journalist questions a revered leader's immoral behavior.",Crime
51,52. Sector 36,"A fictional story Inspired by true events, several children go missing from a basti (slum) in Sector 36. A determined police officer must now face off with a cunning serial killer as a chilling investigation and dark secrets unfold.",Crime
52,53. Anand Sreebala,"A common man's quest to unravel a law student's mysterious death leads him down a dark path, confronting secrets and his own demons in a high-stakes investigation.",Crime
53,54. Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",Crime
54,55. Santosh,"Newly widowed Santosh inherits her husband's job as a police constable in the rural badlands of Northern India. When a girl's body is found, she's pulled into the investigation under the wing of charismatic feminist inspector Sharma.",Crime
55,56. Depravity,A group of roommates accidentally kill an innocent man.,Crime
56,57. Kahar: Kapla High Council,"Set in 2005, Kahar, a socially invisible man, volunteers for Pilihanraya to protect his friend. Initially noble, his actions lead him down a path of malevolence and tyranny, risking his family's legacy.",Crime
57,58. The Roundup: Punishment,"Detective Ma Seok-do joins the Cyber Investigation Team to nab Baek Chang-ki, a former mercenary and the head of an online gambling organization.",Crime
58,59. Diddy: Summit to Plummet,"Call him Diddy, Puff Daddy, or Brother Love. No alias can mask the flood of sexual abuse lawsuits levied against music mogul Sean Combs. Will 3 decades of bad boy behavior be his swan song?",Crime
59,60. Lake George,"Two misfit oddballs embark on a road trip, strike a dubious deal too enticing to refuse, and find redemption amid shady circumstances.",Crime
60,61. Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon.",Crime
61,62. Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?",Crime
62,63. The Soul Eater,"When violent and gruesome deaths starts plaguing a small mountain village, an old legend about a malevolent creature resurfaces.",Crime
63,64. Long Gone Heroes,"A special forces soldier who has given up country, religion, and even hope, must return to the field of battle to track down his niece, a reporter, caught in the middle of an illegal private contracting operation that went dead wrong.",Crime
64,65. Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,Crime
65,66. The Unholy Trinity,Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger hell-bent on destroying it.,Crime
66,67. Force of Nature: The Dry 2,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.,Crime
67,68. Bougainvillea,A family entangled in a police investigation surrounding the mysterious disappearance of tourists in Kerala.,Crime
68,69. Badland Hunters,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists.",Crime
69,70. Justice,"A discharged police officer is given a chance to regain his former life by capturing a bank robbery crew. Teaming up with a young policewoman, the ex-cop must act swiftly before the heist draws unwanted scrutiny from the new authorities.",Crime
70,71. Putin,"A portrait of a formidable political figure, unraveling the contrasting facets of an iron-fisted tyrant and a man haunted by fear.",Crime
71,72. Strictly Confidential,"A haunted young woman finds herself drawn into a world of seduction, duplicity and betrayal as she desperately tries to uncover the mystery surrounding her best friend's suicide.",Crime
72,73. El Jockey,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey is pregnant by Remo and has to decide between child or continuing to race. They both race for Sirena, a businessman who saved Remo's life in the past .",Crime
73,74. Code 8: Part II,Follows a girl fighting to get justice for her brother who was slain by corrupt police officers. She enlists the help of an ex-con and his former partner to face off against a highly regarded and well-protected police sergeant.,Crime
74,75. Officer Black Belt,A talented martial artist who can't walk past a person in need unites with a probation officer to fight and prevent crime as a martial arts officer.,Crime
75,76. Crescent City,"A small town in the south is ravaged by a serial killer, with everyone being a suspect including the police.",Crime
76,77. Last Known Location,"Three women from different walks of life are mysteriously taken. Detectives struggle to find a connection, as the women seemingly vanished into thin air. Over time, the women form an unlikely bond that becomes the key to their survival.",Crime
77,78. Drugstore June,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult.",Crime
78,79. Raayan,"A series of unfortunate events lead Raayan, a simpleton to be dragged into the dreaded world of crime and manipulation.",Crime
79,80. Maldoror,"Two girls vanish. Police recruit Paul Chartier joins a covert unit tracking a sex offender. After the operation falters, Chartier pursues the perpetrators independently, disillusioned with legal constraints.",Crime
80,81. Inside,"Transferred from juvenile to adult prison, Mel is taken under the wing of both Shepard, Australia's most despised criminal, and Warren, a soon-to-be-a-paroled inmate. The paternal triangle that forms between them becomes their undoing.",Crime
81,82. Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe.",Crime
82,83. The Courier,Follows a hustler and his rise to the top of the corruption that surrounded the real estate bubble after the arrival of the euro in Spain.,Crime
83,84. Misericordia,"Returning to Saint-Martial for his late boss's funeral, Jérémie's stay with widow Martine becomes entangled in a disappearance, a threatening neighbor, and an abbot's shady intentions.",Crime
84,85. Boundless,"Detective Mørck and team reopen a cold case on Bornholm Island involving a girl's death, a cult, and missing women. Mørck must solve the case and confront his past to move forward with his fiancée.",Crime
85,86. The Smile Man,"A Cop with Alzheimer's disease, set to solve the case of a serial killer on the run,before he loses his memory.",Crime
86,87. Darkness of Man,"Interpol operative Russell Hatch witnesses the death of an informant when a seemingly routine raid goes wrong. Years later, he finds himself protecting the informant's son from a group of merciless gangs involved in an all-out turf war.",Crime
87,88. ChiefsAholic: A Wolf in Chiefs Clothing,Follows Kansas City Chiefs superfan Xaviar Babudar's secret life as a serial bank robber. It explores his arrest through his own interviews and subsequent legal journey.,Crime
88,89. Barron's Cove,"After his son is tragically killed, a grieving father with a history of violence kidnaps the child responsible, igniting a frenzied manhunt fueled by a powerful politician -- the father of the kidnapped boy.",Crime
89,90. 5lbs of Pressure,"Trying to start over, Adam searches for redemption as he returns to his old neighborhood to put to rest his demons while the brother of the man he killed seeks revenge.",Crime
90,91. The Quiet Ones,"In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.",Crime
91,92. Riff Raff,"A former criminal's ordinary life, which is turned upside down when his old family shows up for a long-awaited reunion.",Crime
92,93. Marmalade,Follows a man in jail who narrates the colorful tale of a romantic bank heist to his cunning cellmate to escape and reunite with the alluring love of his life.,Crime
93,94. The Clean Up Crew,"When a crime scene cleanup crew discovers a briefcase full of money, they are unwittingly sent into a battle with a ruthless and corrupt crime boss, mobsters, hitmen, and corrupt government agents who are hell-bent on getting it back.",Crime
94,95. Cult Killer,"After a renowned private investigator is murdered, his protégé takes on the case. As her investigation unfolds, she is forced into a dangerous alliance with his killer to uncover the town's grisly secrets and bring justice to its victims.",Crime
95,96. City Hunter,"An exceptional marksman and hopeless playboy, private eye Ryo Saeba reluctantly forms an alliance with his late partner's sister to investigate his death.",Crime
96,97. Duchess,"Follows a tough, working-class, petty criminal who morphs into an anti-heroine to be reckoned with in a murky underworld, in the treacherous world of diamond smuggling.",Crime
97,98. Hijack 1971,The movie depics the story of people fighting for their lives in an extreme situation when a passenger plane is hijacked in the airspace of Korea in 1971.,Crime
98,99. In Her Place,"Chile, 1955. The case of María Carolina Geel, a popular writer who murders her lover, captivates Mercedes, a shy secretary working for the judge assigned to defend the accused.",Crime
99,100. Dead Wrong,A narcissist concocts a get-rich-quick scheme that ignites a violent chain reaction and overwhelms the lives of those around him.,Crime
100,"101. I, the Executioner","Rookie detective Park Sun Woo and Seo Do-Cheol, a veteran of the Violent Crimes Investigation Division team, chase after a serial killer who shakes up their world.",Crime
101,102. Sorgavaasal,A common man imprisoned in a corrupt system questions whether jails truly rehabilitate or push individuals deeper into crime's abyss.,Crime
102,103. Anweshippin Kandethum,Revolves around two major crimes that shook kerala and the subsequent inquiry into the cases by sop.,Crime
103,104. First Shift,"Follows a NYC policer officer along with his rookie partner Angela, as they have a rough day while living the dangerous, and routine job of being a cop in the city.",Crime
104,105. Biggest Heist Ever,"Morgan, a hipster rapper otherwise known as Razzlekhan and Forbes contributor, and her husband Lichtenstein were arrested after being accused of conspiring to launder nearly 120,000 Bitcoin.",Crime
105,106. Freedom,"Inspired by real events, the story of Bruno Sulak, a true Arsène Lupin of the 20th century.",Crime
106,107. Uninvited,"Lilia Capistrano seeks revenge on billionaire Guilly Vega for killing her daughter. Disguised as Eva Candelaria, she attends his party with a vengeful plan.",Crime
107,108. Ulajh,"The journey of a young IFS officer, belonging to a prominent family of patriots, who gets embroiled in a dangerous personal conspiracy while far from her home turf, at a career-defining post.",Crime
108,109. Revolver,"An ex-police officer embarks on a single-minded goal upon leaving jail, after serving a sentence for crimes committed under dubious circumstances.",Crime
109,110. Strangers,"A frustrated woman encounters a mysterious hitman. Their romance leads to vigilante killings of criminals. As she delves deeper, she questions her partner's true nature and their hidden motives.",Crime
110,111. King Ivory,"Based upon extensive research with law enforcement, gangs, inmates, migrants, and addicts, an exposé on fentanyl trafficking, and its effect on all walks of life.",Crime
111,112. The Kingdom,"Lesia, a teenager, is taken by a man to a villa where her fugitive father and his men are hiding. A war erupts, leading to death and a chase where father and daughter bond.",Crime
112,113. GTMax,"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe.",Crime
113,114. Vettaiyan,Ruthless criminal activity is met with force from a maverick police officer with a disregard for the rules as he confronts an outbreak of lawlessness.,Crime
114,115. Ride,"Three generations of bull riders fight to raise money to transfer the family's young daughter to a better cancer hospital. Set in Stephenville TX, Ride explores rodeo, addiction in the Heartland, and the cowboy's place in modern America.",Crime
115,116. The Trainer,"Follows Jack, a fitness expert living with his mother in Los Angeles, who takes a maniacal swing at fame and fortune pursuing his version of the American dream.",Crime
116,117. The Lockdown,"Siblings Charlie and Jack are trapped in Myanmar's toughest prison and accused of a crime they didn't commit. Forced into televised fights against other inmates, they must work together and fight for their freedom.",Crime
117,118. Bhakshak,Revolves around the journey of an unwavering woman's quest to seek justice and her perseverance in getting a heinous crime to light.,Crime
118,119. Lover Stalker Killer,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme.",Crime
119,120. Chris Brown: A History of Violence,"Explore the biographical film that delves into the controversial personal life of Chris Brown, an iconic singer while exploring allegations of domestic violence, assault charges and sexual misconduct.",Crime
120,121. Wanted Man,"Follows a police officer who must retrieve an eyewitness and escort her after a cartel shooting leaves several DEA agents dead, but then he must decide who to trust when they discover that the attack was executed by American forces.",Crime
121,122. Bloodline Killer,Bloodline Killer is a terrifying horror-thriller that follows Moira Cole who endeavors to rebuild her shattered life after the murder of her family at the hands of her deranged and obsessed cousin.,Crime
122,123. Guns & Moses,A beloved small town rabbi in the high desert becomes an unlikely gunslinger after his community is violently attacked.,Crime
123,124. Octopus with Broken Arms,"The wealthy businessman Zheng Bingrui invited his daughter Tingting's teacher Li Huiping and classmates' parents to a party at home. Unexpectedly, Tingting was kidnapped. Police officer Zhang Jingxian led the team to investigate.",Crime
124,125. The Waterboyz,"In the streets of ATL, two young men cross paths. One trying to make a legit living, one trying to create mayhem and rule the streets.",Crime
125,126. Jönssonligan kommer tillbaka,"Years after their last heist, Sickan reunites with Vanheden, Harry and Doris to steal a T-Rex skeleton from a museum and sell it for millions. However, an aging detective is determined to catch Jönsson before retiring.",Crime
126,127. Here Now,Sophie a young Californian traveling in Italy on her vacation with her sister. She meets Giulio and his group of friends with whom she spends the most terrifying night of her life.,Crime
127,128. Kingsmen,"Richard King raised his 4 sons to be just like him and to take over the family business, but his sudden death has left the family searching to find out who and what could be the reason their family was torn apart.",Crime
128,129. Toofan,Follows a born killer who rises to power and becomes the biggest toofan,Crime
129,130. Savi,"Savi a simple housewife attempts a daring jailbreak to get her husband out of one of England's high security prisons With 400 inmates, 75 armed guards, 60 surveillance cameras.",Crime
130,131. What Jennifer Did,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.",Crime
131,132. Thalavan,"Retired Dysp Udhayabhanu narrates events of his professional life in a TV program. He reveals the intriguing details of the 'Chepanamthota case', a milestone event in his career.",Crime
132,133. Scorched Earth,"Twelve years after he fled, career criminal Trojan returns to Berlin. A valuable painting is set to be stolen in the city. But the meticulously planned heist soon runs out of control.",Crime
133,134. Nice Girls,"When Léo's brother Ludo is killed in Hamburg, despite orders she partners with German cop Mélanie to investigate. Unbeknownst to them, Nice faces a threat and they share an unknown connection.",Crime
134,135. Mr. Bachchan,"A straight-laced income tax officer suspended due to his unwavering honesty returns to his hometown and falls in love with a woman who reciprocates his feelings, before he is reinstated and tasked with raiding the home of a powerful man.",Crime
135,136. Dutch II: Angel's Revenge,"When a legal technicality frees the allies of notorious gangster Dutch, power-hungry Angel sets out to take back the streets, and repentant Zoom seeks to right his wrongs.",Crime
136,137. Dead Mail,"An ominous help note finds its way to a 1980s post office, connecting a dead letter investigator to a kidnapped keyboard technician.",Crime
137,138. Zebra,A group of white collar fraudsters become entangled with a vicious criminal as they plan an audacious heist.,Crime
138,139. To a Land Unknown,A Palestinian refugee living on the fringes of society in Athens gets ripped off by a smuggler and sets out to seek revenge.,Crime
139,140. Mission: Cross,"In the ultimate test of marriage, an agent-turned-househusband gets tangled in a perilous mission with his detective wife, who's clueless about his past.",Crime
140,141. The Park Maniac,"Based on a true story, an infamous serial killer, who assaulted and killed several women in the 90s, gets on a collision course with a young journalist eager for the truth and a career-changing article.",Crime
141,142. Filthy Animals,"Two outlaw misfits, Lars, a thrill-seeking drug enthusiast, and Freddy, a bodybuilder recently out of rehab, hunt down child sexual predators on Christmas Eve.",Crime
142,143. The Murder of Sandra Rivett,"While the hunt for Lucan has dominated the media for half a century, the name of the victim, Sandra Rivett has been forgotten.",Crime
143,144. How to Rob a Bank,"In this true-crime documentary, a charismatic rebel in 1990s Seattle pulls off an unprecedented string of bank robberies straight out of the movies.",Crime
144,145. Sons of Rizk 3,"Four brothers engage in criminal acts but vow to go straight someday. After a deal unravels, the eldest sibling wants to quit crime, yet his defiant younger brothers make a risky deal with a notorious criminal overlord.",Crime
145,146. Sicilian Letters,"A time during Cosa Nostra boss Matteo Messina Denaro's three decades as a fugitive from Italian justice, when he was at the peak of his nefarious powers.",Crime
146,147. Loverboy: Emoties Uit,Loverboy: Emotions Off is an unprecedentedly raw and intense crime film that takes the viewer into the dark world of human trafficking in the Netherlands.,Crime
147,148. Team of Two,When facing the most dangerous criminal is easier than facing your new partner,Crime
148,149. Havnaa,"Follows real-life happenings of Magne Havnaa, Norway's first cruiserweight boxing champion in 1990 by defeating American Richard Pultz. His brother Erling was a top-ranked kickboxer who later participated in Norway's largest robbery.",Crime
149,150. Serpent's Path,A mysterious woman teams up with a man whose daughter was killed and who is now seeking revenge. Together they kidnap members of an organization and torture them to find out what really happened.,Crime
150,151. Jailbreak: Love on the Run,"When Vicky White, a highly respected corrections officer, aids the escape of a violent felon nearly twenty years her junior, it reveals an unexpected love story amidst the ensuing high-profile manhunt and media frenzy.",Crime
151,152. Bogota: City of the Lost,"Young man moving to Colombia with his family for a better life, but he ends up living from hand to mouth. He later goes against all odds to dominate Bogota's black market.",Crime
152,153. They Called Him Mostly Harmless,"A hiker found dead in Florida wilderness is identified by internet sleuths after 2 years. His identity triggers more questions as multiple hikers claim to have met him, but he never revealed his name.",Crime
153,154. 9 Windows,"After a tragic accident that killed her parents, Liza is unable to walk and spends her days trolling vloggers. When she witnesses a murder online, the police dismisses it as a hoax, and it's up to Liza to find the killer.",Crime
154,155. Chameleon,"Knoll Ashby, a loner realtor, seeks escape from his mundane life. His desperate need for something new spirals him down an unimaginable dark path.",Crime
155,156. Auron Mein Kahan Dum Tha,"After 20 years in prison, a man reunites with his lost love and the truth behind his crimes is revealed.",Crime
156,157. Sattam En Kaiyil,"An accident leads Gowtham to conceal a body in his car. Arrested for drunk driving, his impounded vehicle at the police station holds the hidden corpse. Complications ensue, compelling him to find an escape from the perilous circumstances.",Crime
157,158. Bhaje Vaayu Vegam,"To pay for surgery for his father, an aspiring cricketer makes a big bet. When the bookie cheats him, he retaliates - and gets caught in a crime web.",Crime
158,159. Borderless Fog,A detective is forced to confront the ghosts of her past while investigating a mysterious serial murder case along the Indonesia-Malaysia border.,Crime
159,160. Untamed Royals,"Follows a group of wealthy, privileged youths who use their high social status to get away with crimes, but their lavish lifestyle hides a dark truth where the most vulnerable people suffer the consequences of their actions.",Crime
160,161. 10 Days of a Curious Man,"When a young woman goes missing in Istanbul, a jaded writer gets tangled up in a deadly chain of events as he sets out to find her and a good story.",Crime
161,162. Rob N Roll,"Decadent Murong Hui teams up with violent bandits after a botched robbery. A female detective pursues them as they scheme to steal a bag of money, leading to chaotic events due to betrayals and twists under the ""I rob, you rob me"" code.",Crime
162,163. A Gangster's Kiss,"When actor Jack is cast in a new 'gangster film,' he asks his life-long friend Danny to shadow 'the family' in hilarious and deadly circumstances.",Crime
163,164. Oppa,"Depicts a teacher ensnared in an online romance scam, revealing Malaysia's cybercrime Challenges. Royal Police's pursuit adds suspense.",Crime
164,165. Hellhound,"While hunting down a brutal kingpin, one error sends an elite hitman on a downward spiral that devolves into all-out war on the streets of Thailand.",Crime
165,166. Remember Us,An unlikely friendship forms between a young offender undertaking community service and a dementia sufferer. Lucas has been hanging around with the wrong crowd but delivering food boxes to the elderly gives him a new sense of purpose.,Crime
166,"167. MoviePass, MovieCrash","Exploring the company founding and the implosion of the business by outside investors who took over the company, left it bankrupt and under investigation.",Crime
167,168. Ballistic,"Beck, a homeless veteran, discovers his sister's killer is back on the streets after being released from prison earlier than expected, sending him on a downward spiral of vengeance.",Crime
168,169. Nunakuzhi,A young man caught in a web of lies and mistaken identities.,Crime
169,170. Nahir,"The story of the crime that paralyzed an entire country, the teenager who murdered her boyfriend under circumstances that are not yet known for certain. Based on a real event.",Crime
170,171. Estômago II: O Poderoso Chef,"Nonato, with his food, won over the powerful in the hierarchy of the prison where he is serving his sentence. But the arrival of a famous Italian mobster will shake the structures and place the chef at the epicenter of a power struggle.",Crime
171,172. Dracula: The Count's Kin,"A century after his legendary death, Dracula's blood sister has emerged with her own nefarious plans. Will a newly minted private detective with a mysterious past put an end to these malevolent intentions?",Crime
172,173. Prepare to Die,A young man trains in the ways of martial arts to seek vengeance on the corrupt landowner who murdered his family.,Crime
173,174. The Birds Who Fear Death,"Two brothers, disinherited and desperate for cash, journey into the Canadian wilds to find themselves, their people and their fortune.",Crime
174,175. The Texas Cheerleader Murder Plot,"In 1991, Wanda Holloway was arrested for trying to hire a hit man to kill her daughter Shanna's cheerleading rival so that Shanna could get a place on the team. Now, Shanna reveals the truth behind what happened for the first time.",Crime
175,176. Baby Assassins: Nice Days,Teenage assassins Chisato and Mahiro visit the coastal city of Miyazaki when they unexpectedly cross paths with a bloodthirsty assassin who's looking to add to his personal body count.,Crime
176,177. A Place Called Silence,"Chen Yutong, a girl's middle school student, was bullied at school, but her mother Li Han was unable to save her daughter from the ""hell"". Everyone around her turned a blind eye, and a collective silence brewed greater violence.",Crime
177,178. The Plot,The story is about a hitman named Brain who suffers an accident during a murder and struggles to survive while suspecting everyone around him to find out who is behind the accident after barely surviving.,Crime
178,179. High Forces,"Gao Haojun, an international security expert, is hijacked by gunmen on the first flight of A380 airliner, and his blind daughter is one of the undercover hostages, a fact that he doesn't know.",Crime
179,180. Two to One,"A family in East Germany finds millions in soon-to-be-worthless East German currency during 1990's reunification, and take what they can carry.",Crime
180,181. Tillu Square,"One year after a love affair entangled him in a murder case, a hapless DJ has a one-night stand that leads to even messier kerfuffles tied to his past.",Crime
181,"182. Pooja, Sir","When two boys are kidnapped in a border town in Nepal, Detective Inspector Pooja is sent from Kathmandu to solve the case. But when she arrives, the brewing political unrest and violent protests throw her off course, and she is forced to seek help from Mamata, a local Madhesi policewoman. By putting aside systemic discrimination and pushing through everyday misogyny, the women solve the case - but at what personal cost? Inspired by real events which took place in Southern Nepal during the 2015 race protests.",Crime
