,name,story,genre
26,27. Hellboy: The Crooked Man,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man.",Horror
27,28. Cuckoo,A 17-year-old girl is forced to move with her family to a resort where things are not what they seem.,Horror
28,29. Y2K,Two high school nobodies make the decision to crash the last major celebration before the new millennium on New Year's Eve 1999. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,Horror
29,30. Arcadian,A father and his twin teenage sons fight to survive in a remote farmhouse at the end of the world.,Horror
30,31. Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",Horror
31,32. Immaculate,"Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifying secrets.",Horror
32,33. Salem's Lot,"An author returns to his hometown of Jerusalem's Lot in search of inspiration for his next book, only to discover that the townspeople are being attacked by a bloodthirsty vampire.",Horror
33,34. The First Omen,"A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",Horror
34,35. Apocalypse Z: The Beginning of the End,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions.",Horror
35,36. In a Violent Nature,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 70-year old crime, his body is resurrected and becomes hellbent on retrieving it.",Horror
36,37. The Front Room,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",Horror
37,"38. Die, My Love","In a remote forgotten rural area, a mother struggles to maintain her sanity as she battles with psychosis.",Horror
38,39. MadS,"A teenager who stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn.",Horror
39,40. Exhuma,The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,Horror
40,41. Your Monster,"After her life falls apart, soft-spoken actress Laura Franco finds her voice again when she meets a terrifying, yet weirdly charming Monster living in her closet. A romantic-comedy-horror film about falling in love with your inner rage.",Horror
41,42. Time Cut,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,Horror
42,43. Afraid,The Curtis family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.,Horror
43,44. Never Let Go,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,Horror
44,45. The Deliverance,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell.",Horror
45,46. Year 10,"Following a catastrophic event that has destroyed civilization, a young man must confront a group of cannibals who have murdered his father and stolen the medicine keeping his girlfriend alive.",Horror
46,47. Outbreak,"A Psychological Thriller about a state park ranger husband and his wife struggling to come to terms with their missing teenage son while dealing with a local mystery that questions their relationship and in the end, their grip on reality.",Horror
47,48. Tarot,"When a group of friends recklessly violates the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",Horror
48,49. Winnie-the-Pooh: Blood and Honey 2,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.",Horror
49,50. The Platform 2,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity.",Horror
50,51. The Strangers: Chapter 1,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.",Horror
51,52. The Devil's Bath,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising.",Horror
52,53. The Exorcism,A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.,Horror
53,54. Bagman,"When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family.",Horror
54,55. Under Paris,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",Horror
55,56. Lisa Frankenstein,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",Horror
56,57. Bloody Axe Wound,"Abbie Bladecut's family business, a video store, has thrived by disposing of teenagers to mimic horror movies. As the first female slasher, she battles gender bias while realizing the harsh realities behind the mass murders.",Horror
57,58. Stree 2: Sarkate Ka Aatank,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones.",Horror
58,59. Succubus,"A new father struggling with fatigue, emotional insecurities, and a failing marriage joins a dating app, only to swipe right on what may be an inhuman presence.",Horror
59,60. You Shall Not Sleep Tonight,"A boy is haunted by nightmares where a monster lurks inside the closet. To his relief, his father helps him to face his fears.",Horror
60,61. The Beast Within,"After a series of strange events leads her to question her family's isolated life on a fortified compound deep in the English wilds, 10-year-old Willow follows her parents on one of their secret late-night treks to the heart of the forest.",Horror
61,62. The Inheritance,"A billionaire on the eve of his 75th birthday, invites his estranged children back home out of fear that tonight someone or something is going to kill him. He puts each of their inheritances on the line, to make sure they'll help.",Horror
62,63. A Sacrifice,"American social psychologist Ben Monroe investigates a local cult connected to a disturbing event, while his daughter becomes embroiled with a mysterious local boy.",Horror
63,64. Stream,"The Keenan family's simple weekend getaway truly turns into a vacation to die for, as four deranged killers playing a sadistic game lock down their hotel and compete for the most creative murders of all the guests.",Horror
64,65. Sting,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the facts about her pet-and fight for her family's survival-when the once-charming creature rapidly transforms into a giant, flesh-eating monster.",Horror
65,66. Hold Your Breath,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family.",Horror
66,67. Rumours,"The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out.",Horror
67,68. Night Swim,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool.",Horror
68,69. Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,Horror
69,70. Die Alone,Tells the story of a young man who has amnesia. He bands together with a rugged survivalist in a zombie-like outbreak to find his girlfriend.,Horror
70,71. V/H/S/Beyond,"Six bloodcurdling tapes unleash horror in a sci-fi inspired hellscape, pushing the boundaries of fear and suspense.",Horror
71,72. Bhool Bhulaiyaa 3,"Ruhaan, a fraudster posing as an exorcist, takes on a lucrative case at a haunted castle, unraveling a sinister plot involving mischievous priests, culminating in a hilarious yet thrilling ride filled with unexpected twists and scares.",Horror
72,73. Something in the Water,A group of five friends must fight for their lives in open water after a dream wedding turns into a nightmare.,Horror
73,74. Pedro Páramo,"Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer.",Horror
74,75. River of Blood,Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.,Horror
75,76. The Rule of Jenny Pen,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences.",Horror
76,77. You Can't Run Forever,A teenage girl suffering from anxiety due to a tragic event from her past finds herself hunted through the woods by a sociopath on a murderous rampage.,Horror
77,78. Bramayugam,"Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to him discovering an ancient traditional mansion altering his destiny.",Horror
78,79. Imaginary,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.,Horror
79,80. Outside,"A family seeks refuge on an isolated farm during a zombie apocalypse, but long-buried secrets strain their relationships as they struggle to survive.",Horror
80,81. Munjya,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches.",Horror
81,82. Love Me Dead,"Reclusive mortician Issac forms bond with waitress Cassi. After harrowing incident, they embark on a path of revenge, blurring lines between reality and fiction in this psychological thriller's tense narrative.",Horror
82,83. Spin the Bottle,The story of a group of teenagers in small town Texas who unleash a deadly force after playing the famous game in an abandoned house where a grisly massacre once took place.,Horror
83,84. The Mouse Trap,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive.",Horror
84,85. What Lurks Beneath,"The crew of USS Titan find themselves on the brink of WWIII with Russia when a naked stowaway appears in one of their torpedo tubes. Captain Banks fears she may be Russian, but she's something far more dangerous.",Horror
85,86. Out Come the Wolves,"At a cabin deep in the wilderness, a weekend of hunting turns to mayhem and a fight for survival when a pack of wolves attack a man, his female best friend and her fiance.",Horror
86,87. #AMFAD: All My Friends Are Dead,"A group of college friends rent an Airbnb for the biggest music festival of the year. A weekend of partying quickly takes a turn, as the group is murdered one by one.",Horror
87,88. The Soul Eater,"When violent and gruesome deaths starts plaguing a small mountain village, an old legend about a malevolent creature resurfaces.",Horror
88,89. Humane,"In the wake of an environmental collapse that is forcing humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.",Horror
89,90. The Little Mermaid,"Dr. Eric Prince, an archaeologist, makes a dramatic discovery on a small Caribbean island-proof of an ancient, advanced prehistoric society. While his dig is in progress, he meets the mysterious and beautiful Aurora Bey and falls in love.",Horror
90,91. DarkGame,"A determined detective is in a race against time to stop a twisted game show on the dark web, where captives are forced to compete for their lives.",Horror
91,92. The Radleys,"It follows a seemingly ordinary family with a dark secret: they are vampires. They choose not to drink blood despite their natural cravings, but their truth is revealed one day.",Horror
92,93. Lowlifes,The survival instincts of a road-tripping family are put to the test when they have no other choice but to stay the night at a remote homestead.,Horror
93,94. Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,Horror
94,95. Shaitaan,"A family's getaway turns terrifying when an intruder possesses the teen daughter's body, putting her at the mercy of his increasingly sinister commands.",Horror
95,96. Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?",Horror
96,97. Anaconda,"A re-interpretation of the iconic '90s creature feature, in which a group of circus athletes - having found themselves stranded in a rain forest - come face-to-face with the elements, a bloodthirsty poacher, and a formidable giant snake.",Horror
97,98. The Painted,"A 1960s suburban family's plans are interrupted when they're called to a deceased relative's estate, where they begin to unravel the secrets that haunt the premises-strange occurrences, archaic rituals, and sinister paintings on the walls.",Horror
98,99. Lembayung,Pica and Arum were still doing practical field work (PFW) at that time. They underwent PFW at the dental clinic in a small hospital in Central Java.,Horror
99,100. Crescent City,"A small town in the south is ravaged by a serial killer, with everyone being a suspect including the police.",Horror
100,101. Dan Da Dan: First Encounter,Momo Ayase is a school girl who meets her classmate Ken Takakura (named after the actor). Their unlikely friendship will face them against ghosts and aliens in a series of dark and funny adventures.,Horror
101,102. Little Bites,"In a desperate attempt to protect her ten-year-old daughter, a young widow allows a nightmarish monster to slowly eat her alive.",Horror
102,103. The Last Breath,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,Horror
103,104. Invasive,"A young woman secretly residing in a billionaire's lavish mansion stumbles upon dark secrets, sparking a desperate fight for survival.",Horror
104,105. Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.",Horror
105,106. Shell,"Down on her luck actress Samantha Lake is invited into the ultra-glamorous world of Zoe Shannon, CEO of wellness company SHELL. When SHELL patients begin to go missing, Samantha realizes Zoe may be protecting a monstrous secret.",Horror
106,107. Killer Body Count,"Mistaken as a sex addict by her dad, Cami is sent off to a remote religious treatment center where the other kids are being hunted by a killer.",Horror
107,108. Conjuring the Cult,"After finding his daughter's bloodied body, David joins a support group, but a cult offers to resurrect her. His choices will determine not only his fate but his daughter's soul.",Horror
108,109. Shelby Oaks,A woman's desperate search for her long-lost sister falls into obsession upon realizing that the imaginary demon from their childhood may have been real.,Horror
109,110. Things Will Be Different,"In order to escape police after a robbery, two estranged siblings lie low in a farmhouse that hides them away in a different time. There they reckon with a mysterious force that pushes their familial bonds to unnatural breaking points.",Horror
110,111. The Balconettes,Three women in a Marseille apartment gets stuck in a heat wave. They find themselves trapped in a terrifying affair and longing for freedom.,Horror
111,112. Black Cab,"A couple's jovial cab driver diverts them to a remote, haunted road, revealing disturbing motives and his true intentions.",Horror
112,113. Cadi,"The tense events unfold as the young widow Fikriye, forcibly married to Nasit Nefi Efendi during the final days of the Ottoman Empire attempts to unravel the mystery behind the witch rumors surrounding the mansion where she lives.",Horror
113,114. We Bury the Dead,"Ava, a desperate woman whose husband is missing in the aftermath of a catastrophic military experiment, joins a ""body retrieval unit,"" but her search takes a chilling turn when the corpses she's burying start showing signs of life.",Horror
114,115. Mr. Crocket,A mother embarks on a perilous quest to rescue her son from a demonic children's show host who is kidnapping kids.,Horror
115,116. House of Spoils,"It tells the story of a chef who opens her first restaurant where she battles kitchen chaos, a dubious investor and self doubt, but the pressure heats up thanks to the spirit of the estate's previous owner who threatens to sabotage her.",Horror
116,117. The Dead Thing,"A young woman lost in a series of meaningless connections falls in love with a charismatic and sensitive man, who hides a dark secret that turns her affair into a dangerous obsession.",Horror
117,118. Swap,A young couple is lured into the clutches of a bloodthirsty 500-year-old vampire; the exotic stranger tries to persuade them to swap partners and join his kind.,Horror
118,119. Frankie Freako,Workaholic yuppie Conor is in an existential rut until one night he catches a bizarre ad for a party hotline hosted by a strange dancing goblin: Frankie Freako. Could this be just the recipe to spice up his boring life?,Horror
119,120. Street Trash,A group of homeless misfits must fight for survival when they discover a plot to exterminate every homeless person in the city.,Horror
120,121. Chime,A school teacher is woken by a sound that fills him with dread.,Horror
121,122. Krazy House,"Set in the 1990s, Krazy House follows religious homemaker Bernie and his sitcom family. When Russian workers in Bernie's house turn out to be wanted criminals, Bernie has to man up and save his imprisoned family, while slowly going crazy.",Horror
122,123. Desert Fiends,Six friends on their way to a concert break down in the middle of nowhere and encounter a deranged family that lives in the desert killing anyone they come across.,Horror
123,124. Angels Fallen: Warriors of Peace,"When an Iraq War veteran receives a calling from a higher power, he embarks on a mission to stop a fallen angel from raising an army of the dead to take over the world.",Horror
124,125. Mom,"Struggling with postnatal depression and feeling misunderstood by her husband, Meredith begins to experience terrifying visions foreshadowing an ultimate tragedy.",Horror
125,126. Carved,"A group of survivors finds themselves trapped in a historical reenactment village on Halloween, where they must unite to battle a sentient, vengeful pumpkin.",Horror
126,127. Crispy,"A witty teen leads a group of his friends into the woods on an expedition to locate an allegedly lost ""treasure"" - despite the warnings of his telepathic sister - and soon the crew gets lost and is stalked by a cannibalistic killer.",Horror
127,128. Witch,"Small town, England. 1575. William embarks on a journey to prove the innocence of his wife, Twyla, falsely accused of being a witch and will be put to death if found guilty. William must hunt down the real witch, to save Twyla from death.",Horror
128,129. Bystanders,A group of murderous frat boys get more than they bargained for when they cross paths with a couple coming home from a wedding.,Horror
129,130. Cloud,"Yoshii, a young man who resells goods online, finds himself at the center of a series of mysterious events that put his life at risk.",Horror
130,131. Life of Belle,"In 2018, Annabelle Starnes went missing. York County police released surveillance footage of the home in hopes of new leads.",Horror
131,132. Devon,"After their daughter vanished from an asylum, Devon's parents engage five explorers to investigate the abandoned site years later via cryptic website, unaware of the sinister one-way journey and terrifying deadly experience awaiting them.",Horror
132,133. Here After,"Claire is overjoyed when her daughter Robin is miraculously revived after a fatal accident. But her relief turns to dread as Claire notices changes in her daughter, suspecting something dark has followed her back from the brink of death.",Horror
133,134. Monster on a Plane,An exotic animal turns into a monster and becomes a deadly danger for all passengers.,Horror
134,135. Beezel,"Over 60 years, three guests of a cursed home discover an eternal witch who lives beneath it with an insatiable thirst for living souls.",Horror
135,136. Spiders on a Plane,"A group of four friends takes on a plane full of deadly venomous spiders, accidentally released by a mad Russian scientist attacking all on-board the 747 flight from the UK to Colombia.",Horror
136,137. Lizzie Lazarus,"Summer Solstice, 1990, two strangers carry a corpse through the woods looking for a mythical zone they believe will bring the dead body back to life. But what secrets will come back with it?",Horror
137,138. Milk & Serial,A surprise birthday prank takes a turn for the worse when a popular social media duo must face the reality of the terrifying aftermath.,Horror
138,139. Grave Torture,Telling about the punishment of the grave which occurred after a man was buried.,Horror
139,140. Uninvited,"Lilia Capistrano seeks revenge on billionaire Guilly Vega for killing her daughter. Disguised as Eva Candelaria, she attends his party with a vengeful plan.",Horror
140,141. Crackcoon,"A raccoon ingests a discarded synthetic drug and mutates into a vicious killer. It rampages through a mountain community, threatening campers, tourists, and residents. No one is safe from the monstrous raccoon's violent onslaught.",Horror
141,142. The Curse of the Necklace,Family navigates turbulent 1960s dynamics. Mom separates from alcoholic husband. Daughters grapple with changes. Dad's antique gift hides dark force that imperils all.,Horror
142,143. The Witch: Revenge,"In the aftermath of the Russian invasion of Ukraine in February 2022, a witch from Konotop seeks revenge on the Russian soldiers who killed her fiancé.",Horror
143,144. #MissingCouple,"A real #vanlife couple were on an adventure to renovate an abandoned farm in middle-of-nowhere Mississippi. Cameras blazing, they chronicled their project on social media. But the farm was full of disturbing surprises, especially at night.",Horror
144,145. Death Whisperer 2,"In a world shrouded by darkness, a relentless force seeks retribution, undeterred by boundaries or morality",Horror
145,146. I Don't Understand You,"Stranded in rural Italy without transportation or language skills, an American couple on the verge of adopting tries to reconnect during a disastrous vacation, as their fears and relationship problems threaten to boil over.",Horror
146,147. The Wailing,A group of young people inadvertently resurrect a seemingly invisible evil.,Horror
147,148. Witchboard,A re-imagining of the 1986 Horror Classic,Horror
148,149. Its Name Was Mormo,"A young family's life unravels into chaos as a sinister presence targets each member in its own malicious manner. Through the lens of police evidence, Mark, Diana, and Mia endure the torment of a demon deeply rooted in Greek mythology.",Horror
149,150. Rippy,"Obsessed with living up to her dead father's legacy, a young sheriff finds her mettle tested when locals are found ripped to shreds.",Horror
150,151. Cinderella's Revenge,"Cinderella is pushed too far by her evil stepsisters and stepmother, which causes her to switch out her glass shoes and use the assistance of her Fairy Godmother to seek bloody vengeance.",Horror
151,152. The Naughty List of Mr. Scrooge,"Former college friends reunite 10 years after a tragedy during a production of A Christmas Carol. Gathering at a winter chalet, they are stalked and killed one by one by someone dressed as a terrifying Ebenezer Scrooge.",Horror
152,153. Hide N Seek,"Vaishnavi, a determined investigator, discovers a disturbing link between multiple murders, taking her on a dangerous quest to unveil a dark conspiracy in this gripping Indian crime drama.",Horror
153,154. Hell Hole,"Hell Hole hails from the filmmaking family behind Hellbender and centers on an American-led fracking crew that uncovers a living French soldier frozen in time from a Napoleonic campaign, whose body hosts a parasitic monster.",Horror
154,155. The Monster Beneath Us,"Yorkshire, 1898. A grieving woman and her son move back to the unoccupied house of her ex husband, recently found dead, but they discover that they are not alone inside the house.",Horror
155,156. Freelance,"When a down-on-her luck video editor takes on a mysterious, well-paying job cutting snuff films, she is haunted by visions of the people in her videos.",Horror
156,157. Ick,"Science teacher Hank's life changes when he reconnects with his first love and suspects a new student is his daughter, all while facing an alien threat in their town.",Horror
157,158. Cinderella's Curse,"Based on the same folktale that Disney updated and popularized for children, back in the 1950s.",Horror
158,159. Please Don't Feed the Children,"A gang of orphans travels to the south in quest of a new life after a viral outbreak decimates the adult population of the nation, only to find themselves at the mercy of a psychotic woman who is hiding a perilous secret.",Horror
159,160. Bloodline Killer,Bloodline Killer is a terrifying horror-thriller that follows Moira Cole who endeavors to rebuild her shattered life after the murder of her family at the hands of her deranged and obsessed cousin.,Horror
160,161. Bureau 749,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.,Horror
161,162. Latency,"When Hana, a professional gamer who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind - or controlling it.",Horror
162,163. Operation Blood Hunt,"The Reverend, accompanies a ragtag group of military rejects to a remote South Pacific Island to investigate the disappearance of Marine units said to be at the hands of the Japanese Imperial Army.",Horror
163,164. Queen of Bones,A folktale about twin siblings who suspect their father is hiding secrets to their deceased mother's connection with the supernatural.,Horror
164,165. Chateau,"While on a French vacation funded by odd jobs, an aspiring influencer covertly films a vlog in a reportedly haunted chateau she's been hired to clean.",Horror
165,166. Terminator: Skynet Rising,"Since Legion was destroyed, the machines have been working to restore Skynet. Now the resistance has discovered their plans and must find a way to prevent them.",Horror
166,167. Dead Talents Society,Follows ghosts who want to become the spookiest of urban legends and most successful and famous stars in the underworld through their scare tactics and performances amongst the living.,Horror
167,168. Salsa,"A student on the run from a bad employer comes to a remote island to harvest tomatoes, but there awaits a team of goofy people, one true love and a fight for his life.",Horror
168,169. Hunters on a White Field,"The story is about three friends who spend a long weekend in a remote cabin, intending to hunt deep in the Swedish woods. However, one day all animals vanish without a trace and the forest turns eerily quiet.",Horror
169,170. We Are Wolves,"When Fenix, a lost soul craving something more, tries to re-join her chosen family, to prove her worth, she must play some very dangerous games.",Horror
170,171. Bogieville,A young couple on the run come across a derelict trailer park 'Bogieville'.,Horror
171,172. Model House,Models staying in a secluded house for the night are terrorized by intruders.,Horror
172,173. Goldilocks and the Three Bears: Death and Porridge,"When a group of friends arrive at the wrong address for their annual reunion vacation, Desperate, they break into a isolated house only to later discover it belongs to psychotic killers dressed as Goldilocks and the Three Bears.",Horror
173,174. 1978,"During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been kidnapped.",Horror
174,175. Festival of the Living Dead,"While attending a festival to commemorate the original zombie attack, Ash and her friends encounter the living dead and must fight back or be devoured.",Horror
175,176. The Corpse Washer,"Lela, a mortician, grapples with uncovering the truth behind her mother's mysterious deaths while haunted by spirits and burdened by the weight of untold secrets.",Horror
176,177. Hauntology,"An older sister takes her fearless runaway sibling on a road trip, to share the most chilling tales surrounding their hometown.",Horror
177,178. Mononoke the Movie: The Phantom in the Rain,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them.",Horror
178,179. Dead Mail,"An ominous help note finds its way to a 1980s post office, connecting a dead letter investigator to a kidnapped keyboard technician.",Horror
179,180. 12 to Midnight,"A detective, despondent after the murder of his wife and forced to resign, is brought back to the force when a serial killer appears to be taunting him and turns out to be superhuman.",Horror
180,181. Turno Nocturno,"A young nurse with a past of family violence starts working the night shift at a small hospital, where during the night a ghost nurse materializes.",Horror
181,182. Haunt Season,"A masked maniac targets cast members at a suburban Halloween haunt attraction, turning their staged injuries into gruesome real-life horrors. As the terror escalates, the lines between performance and reality blur.",Horror
182,183. Animale,"Camargue, France - Nejma trains hard to win the local bullfighting competition. When she is mauled after a celebration, she starts to notice disturbing changes. News of a rogue bull on the loose terrifies the community, killing young men.",Horror
183,184. Do Not Enter,"Two friends, aspiring YouTubers, trespass where they shouldn't. Their adventure takes a terrifying turn as they confront an unimaginable horror",Horror
184,185. Remnant,"A tragic accident, a fractured mind, a body healed by an experimental technology. A young woman becomes supernaturally linked to the horrors of her past. Haunted, hunted, harrowed, she must uncover the truth in order to be free.",Horror
185,186. Kromoleo,"Zia returns from the city to attend her mother's funeral, even though her grandfather, Danang, forbids her. He wants to know the mystery of his father's disappearance and uncover the dark history of his family.",Horror
186,187. Cora,"After a deadly mist has wiped out most of humanity, a mysterious organisation is trying to save what's left of humankind.",Horror
187,188. Sumala,"Sumala, a name that is feared by people in a village in Semarang Regency from the past until now. No one dares to go out when night falls because Sumala will come to kill.",Horror
188,189. Staycation,"As a candid interview carries on between the country's leading virologist and a no-nonsense journalist, college roommates deal with the daily struggles of a global pandemic, and a couple separated between continents play catch up.",Horror
