,name,story,genre
15,16. Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",Comedy
16,17. Paddington in Peru,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey.",Comedy
17,18. The Ministry of Ungentlemanly Warfare,The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,Comedy
18,19. Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.,Comedy
19,20. Kinds of Kindness,"A man seeks to break free from his predetermined path, a cop questions his wife's demeanor after her return from a supposed drowning, and a woman searches for an extraordinary individual prophesied to become a renowned spiritual guide.",Comedy
20,21. Red One,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas.",Comedy
21,22. Wallace & Gromit: Vengeance Most Fowl,Top dog Gromit springs into action to save his master when Wallace's high-tech invention goes rogue and he's framed for a series of suspicious crimes.,Comedy
22,23. Borderlands,"An infamous bounty hunter returns to her childhood home, the chaotic planet Pandora, and forms an unlikely alliance with a team of misfits to find the missing daughter of the most powerful man in the universe.",Comedy
23,24. Inside Out 2,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",Comedy
24,25. Fly Me to the Moon,"Marketing maven Kelly Jones wreaks havoc on NASA launch director Cole Davis's already difficult task. When the White House deems the mission too important to fail, the countdown truly begins.",Comedy
25,26. Despicable Me 4,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",Comedy
26,27. IF,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,Comedy
27,28. It's What's Inside,"A group of friends gather for a pre-wedding party that descends into an existential nightmare when an estranged friend arrives with a mysterious game that awakens long-hidden secrets, desires and grudges.",Comedy
28,29. Kneecap,"When fate brings Belfast teacher JJ into the orbit of self-confessed ""low life scum"" Naoise and Liam Óg, the needle drops on a hip hop act like no other. Rapping in their native Irish, they lead a movement to save their mother tongue.",Comedy
29,30. Hard Truths,Ongoing exploration of the contemporary world with a tragicomic study of human strengths and weaknesses.,Comedy
30,31. The Union,"Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission.",Comedy
31,32. The Idea of You,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet.",Comedy
32,33. Argylle,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.,Comedy
33,34. Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",Comedy
34,35. Y2K,Two high school nobodies make the decision to crash the last major celebration before the new millennium on New Year's Eve 1999. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,Comedy
35,36. A Family Affair,"A surprising romance kicks off comic consequences for a young woman, her mother, and her movie-star boss as they face the complications of love, sex, and identity.",Comedy
36,37. Standing on the Shoulders of Kitties,"Bubbles' band ""The Shitrockers"" lands a European tour but gets kicked off, forcing them to busk. Randy is their roadie. Can Ricky and Julian save them from the streets of Prague?",Comedy
37,38. Miller's Girl,A creative writing assignment yields complex results between a teacher and his talented student.,Comedy
38,39. Thelma,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",Comedy
39,40. Snack Shack,"Nebraska City, 1991, two best friends get the chance to run the swimming pool snack shack, that later comes to be the perfect scenario for transgression, fun, personal discovery and romance.",Comedy
40,41. Drive-Away Dolls,"Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals.",Comedy
41,42. How to Make Millions Before Grandma Dies,"A man, driven by his desire for a multi-million dollar inheritance, begins to care for his terminally ill grandmother. However, winning her favor will not be an easy task and he is not the only one with an eye on the money.",Comedy
42,43. Kung Fu Panda 4,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",Comedy
43,44. Lift,Follows a master thief and his Interpol Agent ex-girlfriend who team up to steal $500 million in gold bullion being transported on an A380 passenger flight.,Comedy
44,45. The Instigators,Follows two robbers who must go on the run with the help of one of their therapists after a theft doesn't go as planned.,Comedy
45,46. Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever.",Comedy
46,47. Beverly Hills Cop: Axel F,Axel Foley returns to Beverly Hills after his daughter's life is threatened for a family reunion that includes old pals John Taggart and Billy Rosewood to uncover a conspiracy.,Comedy
47,48. Mean Girls,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Comedy
48,49. Brothers,"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction.",Comedy
49,50. Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters.",Comedy
50,"51. Die, My Love","In a remote forgotten rural area, a mother struggles to maintain her sanity as she battles with psychosis.",Comedy
51,52. Incoming,Four freshmen navigate the terrors of adolescence at their first-ever high school party.,Comedy
52,53. Your Monster,"After her life falls apart, soft-spoken actress Laura Franco finds her voice again when she meets a terrifying, yet weirdly charming Monster living in her closet. A romantic-comedy-horror film about falling in love with your inner rage.",Comedy
53,54. The Garfield Movie,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",Comedy
54,55. Dìdi,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.",Comedy
55,56. Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",Comedy
56,57. Hisaab Barabar,"Radhe Mohan, an honest TC working for Indian Railways, sets out to uncover a massive financial fraud by banker Mickey Mehta. As Mickey puts the entire system against Radhe, what lies next for him?",Comedy
57,58. Upgraded,"Ana, an ambitious intern at an art auction house in NYC, misrepresents herself as the director to a handsome wealthy man. As their romance develops, her deception creates challenges that threaten her career and relationship.",Comedy
58,59. Ghostlight,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet, the drama onstage starts to mirror his own life.",Comedy
59,60. Goodrich,"Andy Goodrich's life is upended when his wife enters a rehab program, leaving him on his own with their young kids. Goodrich leans on Grace, his daughter from his first marriage, as he ultimately evolves into the father she never had.",Comedy
60,61. Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,Comedy
61,62. Treasure,"American journalist Ruth travels to Poland with her father Edek to visit his childhood places. But Edek, a Holocaust survivor, resists reliving his trauma and sabotages the trip, creating unintentionally funny situations.",Comedy
62,63. Dear Santa,"When a young boy mails his Christmas wish list to Santa with one crucial spelling error, a devilish Jack Black arrives to wreak havoc on the holidays.",Comedy
63,64. Boot Camp,"Follows unathletic Whitney Carmichael, who signs up for an intense summer boot camp to reinvent herself and falls for her personal trainer. She then finds the strength to embrace her true self and ignore the others' expectations.",Comedy
64,65. Find Me Falling,"After a failed comeback album, rock star John Allman escapes to a dreamy Mediterranean island, only to discover that his new cliffside home has an unfortunate notoriety that attracts unwanted visitors and an old flame.",Comedy
65,66. The Day the Earth Blew Up: A Looney Tunes Movie,Porky Pig and Daffy Duck are Earth's only hope when facing the threat of alien invasion.,Comedy
66,67. Aavesham,Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.,Comedy
67,68. Jackpot!,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot.",Comedy
68,69. Ricky Stanicky,"When three childhood best friends pull a prank that goes wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, they still use the nonexistent Ricky as a handy alibi for their immature behavior.",Comedy
69,70. Mother of the Bride,Lana's daughter Emma returns from London and announces that she's getting married next month. Things become more complicated when Lana learns that the man who stole Emma's heart is the son of the man who broke hers years ago.,Comedy
70,71. Piece by Piece,"A vibrant journey through the life of Pharrell Williams, told through the lens of LEGO animation.",Comedy
71,72. Our Little Secret,Two resentful exes must awkwardly spend Christmas together after they learn that their new partners are siblings.,Comedy
72,73. Lisa Frankenstein,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",Comedy
73,74. Bloody Axe Wound,"Abbie Bladecut's family business, a video store, has thrived by disposing of teenagers to mimic horror movies. As the first female slasher, she battles gender bias while realizing the harsh realities behind the mass murders.",Comedy
74,75. Stree 2: Sarkate Ka Aatank,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones.",Comedy
75,76. Sweethearts,"Two college freshmen pull a ""Turkey Dump"" and break up with their high school sweethearts over ""Drunksgiving"" - the one chaotic night before Thanksgiving in their hometown that puts their codependent friendship to the test.",Comedy
76,77. My Favourite Cake,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening.",Comedy
77,78. Fight or Flight,A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.,Comedy
78,79. The Thundermans Return,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville.",Comedy
79,80. Family Pack,"When night falls, and the players have their eyes closed, werewolves make victims among the villagers.",Comedy
80,81. Chosen Family,"Yoga teacher Ann is trying to find inner peace despite having a manic family, a miserable dating life, and an inability to say no that keeps her busy trying to fix everyone else's problems.",Comedy
81,82. Rumours,"The leaders of seven wealthy democracies get lost in the woods while drafting a statement on a global crisis, facing danger as they attempt to find their way out.",Comedy
82,83. The 4:30 Movie,A group of teens in the 1980s spend the day theater-hopping.,Comedy
83,84. Bob Trevino Likes It,"When lonely 20-something Lily Trevino accidentally befriends a stranger online who shares the same name as her own self-centered father, encouragement and support from this new Bob Trevino could change her life. Inspired by a true story.",Comedy
84,85. Hot Frosty,"Widow Kathy magically brings a snowman to life. His innocence helps her heal and find love again. They bond before the holidays, but he's doomed to melt.",Comedy
85,86. Trouble,"Conny, a divorced salesman, gets wrongfully imprisoned for murder. There, he meets criminals who mistake him for a pilot like his ex-wife's new boyfriend. Chaos ensues as he navigates life behind bars while separated from his daughter.",Comedy
86,87. Autumn and the Black Jaguar,"After years in New York City, 14-year-old Autumn returns to the Amazon rainforest to save her childhood village and beloved jaguar friend.",Comedy
87,88. Sasquatch Sunset,A year in the life of a unique family. It captures the daily life of the Sasquatch with a level of detail and rigor that is simply unforgettable.,Comedy
88,89. Irish Wish,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",Comedy
89,90. Am I Racist?,"A man investigates diversity, equity and inclusion practices, revealing absurdities through hidden social experiments.",Comedy
90,91. Winner,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.,Comedy
91,92. Bhool Bhulaiyaa 3,"Ruhaan, a fraudster posing as an exorcist, takes on a lucrative case at a haunted castle, unraveling a sinister plot involving mischievous priests, culminating in a hilarious yet thrilling ride filled with unexpected twists and scares.",Comedy
92,93. The Best Christmas Pageant Ever,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,Comedy
93,94. Babes,"Lifelong friends Eden and Dawn, one single and wanting a baby, the other already a mother, navigate challenges to their bond when Eden pursues pregnancy alone after a one-night stand.",Comedy
94,95. Sex-Positive,"Virginia tumbles into a wild and thrilling new world of sexual liberation when she moves in with a group of polyamorous party animals, including the charming but commitment-phobic Jake.",Comedy
95,96. This Is Me... Now,This narrative-driven odyssey that coincides with the release of her same-named album tells the story of Jennifer Lopez's journey to love through her own eyes.,Comedy
96,97. Beautiful Wedding,"After a crazy night in Las Vegas, Abby and Travis discover that they're married, and they head to Mexico for a honeymoon with friends and family.",Comedy
97,98. Between the Temples,A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.,Comedy
98,99. Nutcrackers,"In the most unlikely of places, four siblings find a loving shelter in an unexpected turn of circumstances. This endearing comedy-drama draws inspiration from actual events and deftly crafts a gripping story that unites everyone.",Comedy
99,100. My Dead Friend Zoe,"Engaged in a mysterious relationship with her dead best friend from the Army, a female Afghanistan veteran comes head to head with her Vietnam vet grandfather at the family's ancestral lake house.",Comedy
100,101. Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",Comedy
101,102. French Girl,"Follows Gordon Kinski, a high school teacher from Brooklyn, who goes with his girlfriend and chef Sophie Tremblay to her hometown of Quebec City where she is testing for the Michelin 3-star restaurant of super-chef Ruby Collins.",Comedy
102,103. Friendship,"When new neighbor Brian threatens his quiet life, Craig Waterman struggles to protect his family's security.",Comedy
103,104. Players,"A sports writer unused to relationships falls for a fling, leading her to reconsider playing the field in favor of commitment.",Comedy
104,105. Spermageddon,"Two narrative threads - one is an emerging love story between two awkward teens, Jens and Lisa, who are having sex for the first time and the other is an eventful quest of Simon the Semen and his friends to reach the golden goal, the Egg.",Comedy
105,106. Premalu,"Sachin's quest for love takes unexpected turns, creating a laughter-filled love triangle.",Comedy
106,107. Skincare,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation.",Comedy
107,108. F*** Marry Kill,"As a serial killer targets women on dating apps, a true-crime junkie must figure out which of her three dates is a f-boy, marriage material, or is trying to kill her.",Comedy
108,109. That Christmas,"It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans, including Santa's.",Comedy
109,110. Spread,"To make ends meet, an aspiring journalist is forced to take a job at the world's largest porn magazine-beginning her journey to change her life, and the porn industry, forever.",Comedy
110,111. Panda Plan,International action superstar Jackie Chan is involved in a rescue operation of a beloved zoo panda named Hu Hu.,Comedy
111,112. Munjya,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches.",Comedy
112,113. Diamanti,A director calls all his favourite actresses to film a movie set in Rome in the 70s that tells the vicissitudes revolving around a prestigious tailoring.,Comedy
113,114. Reunion,"Snowbound at their high school reunion, former classmates uncover a murder and scramble to identify the killer among them before they're all iced out for good.",Comedy
114,115. The Merry Gentlemen,"To save her parents' small-town performing venue, a former big-city dancer decides to stage an all-male, Christmas-themed revue.",Comedy
115,116. Old Guy,"Follows a contract killer facing the end of his career who is thrilled when The Company pulls him back into the field training Gen Z newcomer: Wihlborg, a prodigy assassin with an attitude.",Comedy
116,117. Role Play,"Emma has a wonderful husband and two kids in the suburbs of New Jersey. She also has a secret life as an assassin for hire, a secret that her husband Dave discovers when the couple decide to spice up their marriage with a little role play.",Comedy
117,118. Love in the Big City,"Misunderstood as more than friends, roommates Jae-hee and Heung-soo navigate the complexities of modern romance in Seoul's big city.",Comedy
118,119. Modi: Three Days on the Wing of Madness,"A 72 hour whirlwind through the streets of WWI Paris, Italian bohemian artist Modigliani attempts to out maneuver bombs, policemen, girlfriends and critics in a increasingly desperate search of a home for his art.",Comedy
119,120. A Legend,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.,Comedy
120,121. Her Story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble.",Comedy
121,122. The Fabulous Four,It tells the story of two friends who travel to be bridesmaids in a surprise wedding of their college girlfriend.,Comedy
122,123. Let's Start a Cult,"After missing out on a long-awaited mass suicide, an obnoxious cult member teams up with his former leader to gain a new following.",Comedy
123,124. Universal Language,An absurdist triptych of seemingly unconnected stories find a mysterious point of intersection in this tale set somewhere between Winnipeg and Tehran.,Comedy
124,125. The Mouse Trap,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive.",Comedy
125,126. A Dog's Will 2,"After 20 years missing, João Grilo returns to Taperoá to join his old friend Chicó and, after his story of resurrection spreads, he is disputed as an electoral candidate by the two most powerful politicians in the city.",Comedy
126,127. The American Society of Magical Negroes,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.,Comedy
127,128. Gone Running,"Mother and daughters take on marathon relay after husband/father's death to honor his wish. Unprepared physically and mentally, their attempt creates ripples affecting relatives and friends, compounding challenge.",Comedy
128,129. My Spy The Eternal City,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear scheme threatening Vatican City, which disrupts a high school choir trip to Italy.",Comedy
129,130. The Wonderful Story of Henry Sugar and Three More,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.,Comedy
130,131. Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon.",Comedy
131,132. The Radleys,"It follows a seemingly ordinary family with a dark secret: they are vampires. They choose not to drink blood despite their natural cravings, but their truth is revealed one day.",Comedy
132,133. Sacramento,"Rickey, an energetic and free-spirited young man who convinces Glenn, his long-time friend who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento.",Comedy
133,134. And the Breadwinner Is...,"A film that focuses on a breadwinner and her family, which serves as a tribute to the unsung heroes who carry the weight of their loved ones' dreams on their shoulders.",Comedy
134,135. Eephus,"Grown men's recreational baseball game stretches to extra innings on their beloved field's final day before demolition. Humor and nostalgia intertwine as daylight fades, signaling an era's end.",Comedy
135,136. Summer Camp,"Follows Nora, Ginny, and Mary, three childhood best friends who used to spend every summer at a sleep away camp together. After years, when the opportunity to get back together for a summer camp reunion presents itself, they all seize it.",Comedy
136,137. Space Cadet,"Rex, a Florida party girl, turns out to be the only hope for the NASA space program after a fluke puts her in training with other candidates who may have better resumés, but don't have her smarts, heart, and moxie.",Comedy
137,138. The Marching Band,"Acclaimed conductor Thibaut has leukemia and needs a bone marrow donor. Learning he was adopted, he finds an older brother, a musician and factory worker. Their reunion sparks a fraternal, musical journey amidst the town's factory closure.",Comedy
138,139. I Am Kathalan,A college student decides to hack into the security system of a company owned by his ex-girlfriend's father.,Comedy
139,140. Plan B,"When a one night stand with her awkward neighbor leaves her pregnant, a young woman decides to quickly sleep with a successful businessman and tell him he's the father of her unborn baby.",Comedy
140,141. A House on Fire,"Montse, divorced and with two children who have long since ignored her, has been preparing for a family reunion at her home on the Costa Brava. Nothing, absolutely nothing, will prevent her from enjoying one last weekend with her family.",Comedy
141,142. Officer Black Belt,A talented martial artist who can't walk past a person in need unites with a probation officer to fight and prevent crime as a martial arts officer.,Comedy
142,143. Khel Khel Mein,Revolves around a group of friends who gather for a dinner and end up revealing secrets about each other.,Comedy
143,144. Dan Da Dan: First Encounter,Momo Ayase is a school girl who meets her classmate Ken Takakura (named after the actor). Their unlikely friendship will face them against ghosts and aliens in a series of dark and funny adventures.,Comedy
144,145. Drugstore June,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult.",Comedy
145,146. How Could I Live Without You?,"Lili reads her mother Eszter's diary and love letters, revealing Eszter's summer romance with Geri, a musician, at Lake Balaton in the 1990s, defying her commitment to her boyfriend, impacting their lives and Lili's.",Comedy
146,147. Young Werther,"Werther, a carefree and charming young writer, stumbles across the love of his life only to find out she's engaged. Against his best friend's urgings, Werther turns his world upside down in a misguided and hilarious quest to win her heart.",Comedy
147,148. This Time Next Year,"Minnie and Quinn are born on the same day, one minute apart. Their lives may begin together, but their worlds couldn't be more different. Years later they find themselves together again. Maybe it's time to take a chance on love.",Comedy
148,149. Bookworm,"11-year-old Mildred's world is turned upside down when her estranged father, the washed-up magician Strawn Wise, comes to look after her and agrees to take her camping to find a mythological beast known as the Canterbury Panther.",Comedy
149,150. Buffalo Kids,"Two Irish orphans journey by train across America, encountering villains and heroes. They make an extraordinary friend and search for a new home, facing adventures and dangers along the way.",Comedy
150,151. Shell,"Down on her luck actress Samantha Lake is invited into the ultra-glamorous world of Zoe Shannon, CEO of wellness company SHELL. When SHELL patients begin to go missing, Samantha realizes Zoe may be protecting a monstrous secret.",Comedy
151,152. A Nice Indian Boy,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams.",Comedy
152,153. Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with.",Comedy
153,154. Through My Window: Looking at You,"After the events of the summer, Ares and Raquel can't find a way to carry on their relationship and decide to go their separate ways. When they see each other again in winter, the love and attraction they feel for each other is undeniable.",Comedy
154,155. Thelma the Unicorn,"When a rare pink and glitter-filled moment of fate makes Thelma the Pony's wish of being a unicorn come true, she rises to instant international pop-superstar stardom, but at an unexpected cost.",Comedy
155,156. Sweet Dreams,"Follows Morris, who must coach a misfit softball team of his fellow housemates during his mandatory stay at Sweet Dreams sober living in order to get his life back on track.",Comedy
156,157. Killer Body Count,"Mistaken as a sex addict by her dad, Cami is sent off to a remote religious treatment center where the other kids are being hunted by a killer.",Comedy
157,158. Bau: Artist at War,"The inspiring love story of Joseph Bau, artist, forger, holocaust survivor. Using his artistic skills, humor and hope in the camps, Joseph stays alive and helps hundreds to escape. Miraculously, he finds love in the midst of despair.",Comedy
158,159. Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe.",Comedy
159,160. The Shallow Tale of a Writer Who Decided to Write About a Serial Killer,"A struggling writer in the midst of a divorce befriends a retired serial killer who incidentally becomes his marriage counselor by day, and killing counselor for his next book by night.",Comedy
160,161. The Balconettes,Three women in a Marseille apartment gets stuck in a heat wave. They find themselves trapped in a terrifying affair and longing for freedom.,Comedy
161,162. Misericordia,"Returning to Saint-Martial for his late boss's funeral, Jérémie's stay with widow Martine becomes entangled in a disappearance, a threatening neighbor, and an abbot's shady intentions.",Comedy
162,163. The Problem with People,Two estranged cousins who never knew each other try to make amends for many generations of family dispute.,Comedy
163,164. Vicky Vidya Ka Woh Wala Video,"A newly married couple's relationship and reputation are put at risk when their private video CD is stolen. The story follows their roller coaster journey to recover the CD, navigating a series of unexpected difficulties along the way.",Comedy
164,165. How to Make a Killing,"Michel kills in woman in a car accident. The second vehicle occupant kills himself when he starts to escape. While trying to throw off suspicion, Michel and his wife Cathy discover a bag with two million euros, and absurd situations will result from their behavior.",Comedy
165,166. Wallbanger,"Caroline, a single interior designer, moves into what seems like the perfect apartment only to be awakened nightly by her neighbor, the 'wallbanger,' sparking an unexpected, tension-filled connection.",Comedy
166,167. Holy Cow,"Totone's carefree teenage life of drinking and dancing takes a turn when he must provide for his 7-year-old sister. Seeking income, he channels his energy into producing an award-winning comté cheese to claim a competition prize.",Comedy
167,168. How to Date Billy Walsh,"Follows a pair of childhood friends: Amelia and Archie. Archie has always kept his love for her a secret, but just as he builds up the courage to declare his feelings, Amelia falls for Billy Walsh, the new transfer student.",Comedy
168,169. Not Another Church Movie,"God commands Taylor Pherry to write a movie inspired by his crazy, dysfunctional family, but the Devil has his own devious plans.",Comedy
169,170. Half Baked: Totally High,Three potheads sell a strain of magical weed to raise funds for their friend's funeral.,Comedy
170,171. 10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",Comedy
171,172. A Little Something Extra,"To escape the police, a son and his father find refuge in a summer camp for young adults with disabilities, posing as a resident and his educator. The beginning of trouble and a wonderful human experience that will change them forever.",Comedy
172,173. Hitpig,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.,Comedy
173,174. Chico Bento e a Goiabeira Maraviosa,Chuck Billy and his gang must unite to save Mr. Lau's guava tree when it is put at risk.,Comedy
